iter	Logloss
232	0.3082142334
233	0.3080209045
234	0.307916748
235	0.307750946
236	0.3076756897
237	0.3075908508
238	0.3074608154
239	0.3073394165
240	0.3072492676
241	0.3071481323
242	0.3070565796
243	0.3069556885
244	0.3068317261
245	0.3067718506
246	0.3066875916
247	0.3065132446
248	0.306414856
249	0.3062952271
250	0.3061687622
251	0.3059798279
252	0.3058445435
253	0.3057050476
254	0.3056993408
255	0.3055947876
256	0.3055543213
257	0.3053495178
258	0.305258667
259	0.3051809692
260	0.3050359497
261	0.3049040527
262	0.3048287354
263	0.3046889648
264	0.3045631714
265	0.304413269
266	0.3043259888
267	0.3041946411
268	0.3040877686
269	0.3039624634
270	0.3038683167
271	0.3037523804
272	0.3036598511
273	0.3035538635
274	0.3034173584
275	0.3032771301
276	0.3031347046
277	0.3029783936
278	0.3029038391
279	0.3027513733
280	0.3027078247
281	0.3027056885
282	0.3026010437
283	0.3025055847
284	0.3024094849
285	0.3022568665
286	0.3020540771
287	0.3019487915
288	0.3018719482
289	0.3017822266
290	0.3016161194
291	0.3015497437
292	0.3015394592
293	0.3014008179
294	0.3012868652
295	0.3011568298
296	0.3010376892
297	0.3009775391
298	0.300868988
299	0.3007158813
300	0.300617981
301	0.300517334
302	0.3003892822
303	0.3002321777
304	0.3001186829
305	0.2999289551
306	0.2998141479
307	0.2996464233
308	0.2995483704
309	0.2994686279
310	0.2992974243
311	0.2992373047
312	0.2991118469
313	0.2989915161
314	0.298893219
315	0.2987420654
316	0.2986400452
317	0.2984952393
318	0.298365509
319	0.2982593384
320	0.298154541
321	0.2980462036
322	0.2979517517
323	0.2978453369
324	0.2977149048
325	0.2976254883
326	0.2975098267
327	0.2973902588
328	0.2972020264
329	0.2970878906
330	0.2969040527
331	0.2968044434
332	0.2967044678
333	0.2965916138
334	0.296429657
335	0.2963179321
336	0.2962433472
337	0.2961664429
338	0.2961022949
339	0.2959753723
340	0.2958279419
341	0.2957364197
342	0.2955795593
343	0.2954738464
344	0.2953338623
345	0.2952044983
346	0.2950631714
347	0.2949686279
348	0.2948358154
349	0.2947044067
350	0.2946521606
351	0.2945811462
352	0.2944595337
353	0.2943851318
354	0.2943035583
355	0.2941915283
356	0.2940651855
357	0.2939317627
358	0.2938028564
359	0.293660614
360	0.2935290527
361	0.2933973999
362	0.2932405396
363	0.2931802979
364	0.2930640259
365	0.2929355164
366	0.2928300476
367	0.2927200012
368	0.2926122742
369	0.2924955444
370	0.2923807678
371	0.2922191772
372	0.2921600952
373	0.2920595703
374	0.2918999634
375	0.2917786865
376	0.2916697388
377	0.2915223389
378	0.2914309692
379	0.2913327942
380	0.2912319336
381	0.2911836548
382	0.2910268555
383	0.2909663086
384	0.2908293762
385	0.2907582397
386	0.2905867004
387	0.2904880371
388	0.2903232422
389	0.2902431641
390	0.2901390076
391	0.2900554199
392	0.2899933167
393	0.2898899536
394	0.2897686157
395	0.2896965332
396	0.2896123657
397	0.2895507202
398	0.2894399719
399	0.2893537598
400	0.2892354736
401	0.2891046753
402	0.2889180908
403	0.2888026733
404	0.2886732788
405	0.2885706177
406	0.2884199524
407	0.2882999878
408	0.2881776733
409	0.288069397
410	0.2879536133
411	0.2878266602
412	0.2877319336
413	0.2875527344
414	0.2874802246
415	0.2873609009
416	0.2872398071
417	0.2871437683
418	0.287065979
419	0.2869428711
420	0.2868824768
421	0.2868062744
422	0.2866889343
423	0.286552063
424	0.2864613647
425	0.2863412781
426	0.2862591248
427	0.2861849365
428	0.2860730896
429	0.2860151062
430	0.2859301758
431	0.285800354
432	0.2856816406
433	0.2855646362
434	0.2854403687
435	0.2852989197
436	0.2852148132
437	0.2851453247
438	0.2850287476
439	0.2849576111
440	0.2848779297
441	0.2847445068
442	0.284671875
443	0.2845779419
444	0.2844637451
445	0.2843516235
446	0.2842165527
447	0.2840942078
448	0.2839353027
449	0.2838057861
450	0.2836482849
451	0.2835575562
452	0.2834509277
453	0.2833060303
454	0.2832113647
455	0.2831009521
456	0.2829770508
457	0.2828408813
458	0.2827468567
459	0.2826098022
460	0.2825253906
461	0.2823523254
462	0.2822375183
463	0.2821410522
464	0.282068573
465	0.2819301453
466	0.2817839966
467	0.2816731567
468	0.2815606689
469	0.2813862305
470	0.2812592163
471	0.2811765747
472	0.2810689697
473	0.2809730835
474	0.2808497925
475	0.2807416992
476	0.2806683044
477	0.2805339966
478	0.2804083862
479	0.2803218994
480	0.2802132568
481	0.2801014099
482	0.280029541
483	0.2799274902
484	0.2797988281
485	0.2796653442
486	0.2795214844
487	0.2794726563
488	0.2793473511
489	0.2792607117
490	0.2791825562
491	0.2790535278
492	0.2789912109
493	0.2788460693
494	0.2787165527
495	0.278612854
496	0.2785344238
497	0.2784699097
498	0.2783757324
499	0.2782572021
500	0.2781906738
501	0.2780739136
502	0.277929657
503	0.277796875
504	0.2776796875
505	0.2775385132
506	0.2774376221
507	0.2773288879
508	0.2772310791
509	0.2771385498
510	0.2770316467
511	0.2769235535
512	0.2767973022
513	0.2766785889
514	0.2765977478
515	0.2765122375
516	0.2764560547
517	0.2763156433
518	0.2762080688
519	0.2760674438
520	0.2759590149
521	0.2759092102
522	0.2758080444
523	0.2757087708
524	0.2755443726
525	0.2754089355
526	0.2753253784
527	0.2752388916
528	0.2751184692
529	0.27500354
530	0.2749224854
531	0.2748519592
532	0.2747568359
533	0.2746799316
534	0.2745548096
535	0.2744711304
536	0.2743367004
537	0.2742180176
538	0.2741153259
539	0.2739828491
540	0.2738554687
541	0.2737553711
542	0.2736569214
543	0.2735722351
544	0.2735026245
545	0.2733919983
546	0.2732438354
547	0.2731707458
548	0.2730599976
549	0.2729532776
550	0.272890564
551	0.2727761841
552	0.2726780701
553	0.2725804443
554	0.2724848022
555	0.2723950806
556	0.2723108215
557	0.2722195435
558	0.272127594
559	0.2720187988
560	0.2719111938
561	0.2718070679
562	0.2716846619
563	0.2716100159
564	0.2715343018
565	0.271458374
566	0.2713597107
567	0.2712861023
568	0.2711813049
569	0.2711025696
570	0.2709873352
571	0.2708827515
572	0.2708097534
573	0.2707085571
574	0.2706030273
575	0.2704393311
576	0.2703224792
577	0.2702290039
578	0.2701138916
579	0.2700358887
580	0.2699124146
581	0.2698342285
582	0.2697427979
583	0.2696393127
584	0.2695490417
585	0.269446167
586	0.2693602905
587	0.2692404175
588	0.2690979919
589	0.2690395508
590	0.2689552002
591	0.2688555603
592	0.2687445679
593	0.2686036682
594	0.2685216064
595	0.268447998
596	0.2683183899
597	0.2682058716
598	0.2681036377
599	0.2679883423
600	0.2678913269
601	0.2677723389
602	0.2676595459
603	0.267538269
604	0.2674404907
605	0.2673562012
606	0.2672645569
607	0.2671752625
608	0.2670257874
609	0.2669049072
610	0.2668103638
611	0.2667364502
612	0.2666106873
613	0.266533783
614	0.2664612427
615	0.2663464355
616	0.2662460327
617	0.2661003723
618	0.2660134583
619	0.2658995972
620	0.2658363953
621	0.2657505493
622	0.2656660767
623	0.2655967407
624	0.2655272827
625	0.2654144897
626	0.2653293457
627	0.2652385559
628	0.2651607056
629	0.2650621643
630	0.2649688416
631	0.2648457031
632	0.2647593384
633	0.264666748
634	0.2645733643
635	0.2644840698
636	0.264380127
637	0.2642724304
638	0.2641889038
639	0.2641038208
640	0.2640156555
641	0.2638955078
642	0.2637913818
643	0.2637164307
644	0.2636282654
645	0.263548584
646	0.2634660034
647	0.2633641663
648	0.2632442932
649	0.263133667
650	0.2630629883
651	0.2629698792
652	0.2628739014
653	0.2628240051
654	0.2627312927
655	0.2626281738
656	0.2624734802
657	0.262394043
658	0.2623236084
659	0.2622183838
660	0.2621137695
661	0.2620233765
662	0.2619363403
663	0.2618635864
664	0.2617640381
665	0.2616707458
666	0.2615254517
667	0.2614356384
668	0.2613248291
669	0.2612531738
670	0.2611871643
671	0.2611116333
672	0.2610337524
673	0.2608970337
674	0.2608103638
675	0.2607116394
676	0.2605869141
677	0.2604976807
678	0.2604174194
679	0.2603237305
680	0.2602350769
681	0.2601435547
682	0.2600939941
683	0.2600013733
684	0.2599093628
685	0.2597728882
686	0.2596345825
687	0.2595227051
688	0.2594328308
689	0.2593186646
690	0.259239502
691	0.2591668396
692	0.2591263428
693	0.259055603
694	0.258938446
695	0.2588558044
696	0.258769165
697	0.2586371765
698	0.258532196
699	0.2584313049
700	0.2583726807
701	0.2582808838
702	0.2582211304
703	0.2581013794
704	0.2580434265
705	0.2578984985
706	0.2578016357
707	0.2577103271
708	0.2576269531
709	0.2575332031
710	0.2574444275
711	0.2573338013
712	0.2572444458
713	0.2571412048
714	0.2570145264
715	0.2569537354
716	0.2568495178
717	0.2567521362
718	0.2566868286
719	0.2566003113
720	0.2565082703
721	0.2564553833
722	0.2563704529
723	0.2562869263
724	0.2562360229
725	0.2561262817
726	0.2560455322
727	0.2559562683
728	0.2558648682
729	0.2557804565
730	0.2557073975
731	0.2556273193
732	0.255545105
733	0.2554619141
734	0.255377182
735	0.2552792358
736	0.255205246
737	0.255114563
738	0.2550339355
739	0.2549518127
740	0.2548795776
741	0.2547836761
742	0.254725235
743	0.2546676636
744	0.2545963745
745	0.2545283203
746	0.2544330139
747	0.2543481445
748	0.2542429199
749	0.2541423035
750	0.2540787659
751	0.2540223083
752	0.2539166565
753	0.2537645111
754	0.2537047577
755	0.2536482239
756	0.2535239868
757	0.253429184
758	0.2533774261
759	0.253289917
760	0.2531910095
761	0.2531027832
762	0.2529581451
763	0.2528776398
764	0.2527862091
765	0.252722168
766	0.2526467743
767	0.2525292053
768	0.2524116516
769	0.2523220978
770	0.252239624
771	0.2521345367
772	0.2520346527
773	0.2519853821
774	0.2518875885
775	0.2518125305
776	0.2517156067
777	0.2516026611
778	0.2515080414
779	0.2513970947
780	0.251313324
781	0.2512590332
782	0.2511955414
783	0.2511108093
784	0.2510344849
785	0.2509563904
786	0.2508793182
787	0.2508007202
788	0.2507380066
789	0.2506455536
790	0.2505676575
791	0.2505077972
792	0.250389328
793	0.2503328857
794	0.2502672119
795	0.2501834259
796	0.250106308
797	0.2500107269
798	0.2499340668
799	0.249838562
800	0.2497712097
801	0.2497661133
802	0.2496567688
803	0.2495613098
804	0.2494936523
805	0.2494162903
806	0.2493068237
807	0.2492019043
808	0.249153717
809	0.2490632477
810	0.2489975739
811	0.2489609375
812	0.2488946838
813	0.2488229675
814	0.2487729034
815	0.2486725006
816	0.2485993958
817	0.2485070801
818	0.2483508301
819	0.2482600708
820	0.2481403046
821	0.2480365906
822	0.2479494019
823	0.2478670197
824	0.2477667236
825	0.2476903076
826	0.2475863037
827	0.2475157166
828	0.2474461365
829	0.2473189392
830	0.2472769775
831	0.2471796875
832	0.2470986328
833	0.2470096893
834	0.246936554
835	0.2468609619
836	0.2467664185
837	0.2466704407
838	0.2465730133
839	0.2464689178
840	0.24638797
841	0.2463048706
842	0.246218399
843	0.2461288605
844	0.2460339966
845	0.245937027
846	0.2458130646
847	0.2457386169
848	0.2456566925
849	0.2456003113
850	0.2454557953
851	0.2453937378
852	0.2452975769
853	0.2452150879
854	0.2450931702
855	0.2450110016
856	0.2449446411
857	0.2448546906
858	0.244793335
859	0.2447253723
860	0.2446244507
861	0.244519165
862	0.2444303894
863	0.2443782806
864	0.2442996979
865	0.2441946716
866	0.2441027374
867	0.2440326385
868	0.2439554901
869	0.2438647156
870	0.243771225
871	0.2436859131
872	0.243608551
873	0.2435338593
874	0.2434660797
875	0.2433783722
876	0.2432909851
877	0.2431862946
878	0.2430952911
879	0.2430293884
880	0.2429443054
881	0.2428619385
882	0.2427982483
883	0.2427229767
884	0.2426411133
885	0.242575531
886	0.2424927979
887	0.2423649902
888	0.2422704926
889	0.2421740723
890	0.2420585937
891	0.2419989471
892	0.2419078674
893	0.2418379517
894	0.2417783356
895	0.2417111664
896	0.2416347961
897	0.2415718842
898	0.241482254
899	0.2414379272
900	0.2413757935
901	0.2412893829
902	0.2411549072
903	0.2410498657
904	0.2409738159
905	0.2409005585
906	0.2408002472
907	0.2407279205
908	0.2406532898
909	0.2405550079
910	0.2404641266
911	0.2403563843
912	0.2402775116
913	0.2402185364
914	0.2401466064
915	0.240037796
916	0.2399748077
917	0.2398805847
918	0.239807785
919	0.2397292328
920	0.2396669312
921	0.2395998535
922	0.239534256
923	0.23947258
924	0.2393716736
925	0.2392783356
926	0.2392023926
927	0.2391160278
928	0.2390140076
929	0.2389518127
930	0.2388927612
931	0.2388271332
932	0.2387372894
933	0.2386452789
934	0.2385455017
935	0.2384580994
936	0.2383684387
937	0.2383114014
938	0.2382658234
939	0.2381725464
940	0.2380807037
941	0.2380134583
942	0.2379443359
943	0.2378727417
944	0.2377832336
945	0.2376733093
946	0.2375749817
947	0.2375205841
948	0.2374639282
949	0.2374094543
950	0.2373718262
951	0.2373016968
952	0.2372498322
953	0.2371494141
954	0.2370444336
955	0.2369751892
956	0.2369024658
957	0.236852478
958	0.2368006897
959	0.2367241058
960	0.2366524658
961	0.2365772095
962	0.2364925995
963	0.236428833
964	0.2363649902
965	0.2363119202
966	0.2361987762
967	0.2360881195
968	0.2360149841
969	0.2359485779
970	0.2358934326
971	0.2358153839
972	0.2357185059
973	0.2356472473
974	0.2355312195
975	0.2354850006
976	0.2354136658
977	0.2353071899
978	0.2352345428
979	0.2351473541
980	0.235084259
981	0.2350458984
982	0.2349127655
983	0.2348388062
984	0.2347698059
985	0.2346664581
986	0.2345838776
987	0.2344561615
988	0.2343944092
989	0.2343083954
990	0.2342393341
991	0.2341666412
992	0.2340842896
993	0.2340106506
994	0.2339888611
995	0.2338912048
996	0.2338348846
997	0.2337673035
998	0.2336949768
999	0.2335906982
